"","conMw1","conMw2","conMw3","conFw1","conFw2","conFw3","dietMw1","dietMw2","dietMw3","dietFw1","dietFw2","dietFw3","conMko1","conMko2","conMko3","conFko1","conFko2","conFko3","dietMko1","dietMko2","dietMko3","dietFko1","dietFko2","dietFko3"
"17318422",3.51664847784119,3.72221612206637,3.80065723902955,3.77102795353519,3.45681314954551,3.17417963306895,4.30448484173933,5.38050728741222,4.18949595239055,5.20609391159694,3.96894742414079,4.05792742701327,3.47797152073205,3.17417963306895,3.41201989646815,3.74326725989706,3.68670137790699,3.40928703955935,5.36600436669666,4.65168240301811,4.74900761136699,3.86052928309205,4.52620254185784,3.86968118377357
"17381511",2.75548924124838,2.71458109414067,2.4456825156568,2.64983635115564,1.81442576191174,2.85664009902152,2.62557615393247,2.39241715205608,2.12766155008757,3.04844671720634,2.57269247297762,2.38655402433639,1.97784380365743,2.70842182874537,2.20151988156608,2.21497231489415,2.37525367518592,2.37263324442429,2.29356529629527,2.32111974941099,2.27645683211165,2.85550722883937,2.3395396240632,2.02137777337023
"17348069",4.42347498355428,4.00657053675925,4.28606137095636,4.87158705603361,4.41566015820705,4.31033347115414,4.92041046190323,3.7248914761731,4.32281041995214,4.17474578907413,4.36839572432303,4.41002556441252,4.59133701709729,3.91798960589471,4.25191699994588,5.01905789277317,4.03562888857729,4.00786802574277,4.20358355253962,4.30762745342863,4.159200942618,4.21025406047676,4.49104514979624,3.83228029625535
"17300181",2.42803170910463,3.09986514931635,3.13177789082395,3.21211728813769,2.64396841360503,3.80905910664785,3.4437411797056,3.38318070768177,3.17002362201703,2.82607917883513,3.25364246191388,3.48547457071325,3.54641710002842,3.39132317147296,3.22948426698049,3.8551245445948,2.63339506151028,3.04626315492217,3.35637319482996,3.57684853112605,2.91468952458761,3.99279081022625,3.37111805231019,3.96062222925207
"17434023",5.8259149140625,5.88700234690814,6.04904087083985,6.93392544815482,5.6720670414455,5.88202518889439,6.74927915561136,6.64573014735265,6.74177931466102,6.88960255412452,6.20657779824058,5.81999589568783,5.93391678297925,6.25508989099833,5.71689944900307,6.36460392772635,6.10883393038528,5.25747499224878,6.56801082307614,7.04244737713377,6.19590926139327,6.74768644428457,7.07388346475539,5.66923233963798
"17425926",9.54587040187261,8.87273424632915,9.14647781291942,7.82545465825122,7.47252801398681,6.54484845201705,7.59960872371945,7.45124983215628,5.62706607500084,7.00246034552651,5.17471684735445,5.62754042238134,8.84508455107895,10.2282882929856,8.69249314208852,7.57892008550114,7.55883111612282,7.88447488120246,7.40334589877397,7.00966726172052,6.90919710206551,5.06517458095647,6.50513764210487,6.43711388555458
"17446458",3.07460188898193,2.87742607459124,2.83299188916045,2.91958989776548,3.0005004022937,3.56306857216891,3.43562536648834,2.77125753216993,3.58023876440158,2.83267794735757,2.66886800887389,3.01348239914753,3.1901914105412,3.05932849662632,3.45952559663657,2.46622338283523,3.05243786556965,2.72617441789584,2.79844246297712,3.24325636145553,2.89760372917176,3.23396782731592,3.28527625133801,2.8388302929445
"17489962",1.45441695650741,2.35106085737445,1.36097320395083,2.03401523560022,1.38400214547625,1.8027054804758,1.49873712860526,1.63111849249525,1.88371734254775,1.50736241195595,1.69175173792254,1.61714786971696,1.55212663750036,1.77939159130471,2.09979488408959,2.05470228724192,1.92043198574526,1.84046599077937,1.39263514256492,1.37749378823417,2.01737580917608,1.52638465670247,1.87997164753149,1.8443736639259
"17414512",5.50391517000823,4.34172167739311,4.72663021363287,7.27505911980683,6.41965660021091,5.75244386259093,3.01621528366303,3.15952875037949,3.22764177457579,7.23679293106077,5.34516769440544,4.55508246030518,5.1378287107261,5.46466674719264,3.26245389974688,6.57262420173823,5.921073405548,5.75501456911108,3.03243795647199,2.3802848885146,4.38898574252554,5.33001614395996,5.49137405164819,6.38140866341197
"17404993",3.84571717362871,2.94228343809537,2.90988395594949,3.60382716737319,2.89836413116203,3.01074318396541,2.40024815363583,3.5104638086955,2.99502269562411,3.31691066825305,3.48450413468807,3.18727332699846,3.28140520629158,3.18012609197488,4.10710648961704,3.26544878421745,3.11386030799239,2.83600641951618,3.3715265360512,2.5872616954551,2.89415575364325,2.44582346391694,2.91360639422223,3.36363030569743
"17277679",3.20409304206289,4.54895160225084,3.85681986257341,4.14194326396782,4.51075422256431,4.31628904337707,3.96222533405522,4.71617099194906,5.51281682088237,4.70228801974355,4.51946701776817,4.89389369928439,4.62551840255957,4.33971523998303,4.33940131555952,4.38002276684226,4.79272865035341,4.8687840899146,4.33376638228852,4.60085579765811,4.77305335727268,4.35224995722939,4.04938521178271,4.47091458108324
"17424452",3.12708566136099,3.04102790300724,2.62056077403602,3.57059875460111,3.22688450127066,3.30909562200385,3.2850648494916,3.25049474610216,2.90376890613151,3.08635865691921,2.90899787862151,2.69037808507581,2.69584883298529,2.79114906175588,2.69633828580581,2.91780304836022,3.12157215706539,3.29659244431781,2.49257044345973,3.54920241814505,3.06985209134166,2.65132859795218,3.11634084989196,3.31602355763967
"17425978",12.4947281147349,12.3575176136837,12.0767309361414,11.6797019733336,11.146466127056,10.6018567945706,11.2228667202829,11.3389835781769,11.0278955248429,10.8144188687641,10.2156831294763,10.1189830336565,11.9904525102417,12.5250098839132,12.7054108069393,11.1589985688914,11.3099167295691,11.3230503166764,11.1833893253656,11.1088868074068,11.2398676743842,9.9039451616035,10.9336355495674,10.6680710398854
"17545075",3.56449521974009,3.00286060914986,2.82199994718729,3.05760292083173,2.87597510777784,2.95041974297472,2.6507277426704,2.29283232808948,2.46091399434256,2.94144411712243,2.96207166266689,2.68531258161667,3.28768133319734,2.43527413845539,3.72308881133408,3.10207951253083,2.93586100893049,2.75720609535158,2.78030551926984,2.50006623981138,2.82388601074973,2.41075016772359,2.69031453478885,2.41349739686278
"17277685",1.5910583410246,1.56324157606601,1.40698075833651,1.71769339891331,2.11535940971207,1.7697702968977,2.09879383384822,2.02523740692431,1.63541544740968,1.82430382951902,1.99467064739617,1.54076597947115,1.50465931865461,1.68102325406347,1.69127833727727,2.09603417044301,1.42326827472814,1.50534703995041,1.89172976379425,1.49754426038422,1.41398512605459,1.82907829355835,1.95015524641511,1.71124494310251
"17380518",6.82130713088704,6.89117198035027,7.08283299529096,6.84529340248513,6.78805062831064,6.20711314636218,6.77417178176887,6.34573201873295,6.05237459246517,7.1445328911131,7.46672886748721,6.78197885945303,6.58422951889897,6.67063986038032,6.56109776370995,6.89529960295532,6.36306990319847,6.64504051320978,7.09526028857637,6.49743230706898,6.85690646342295,7.17311048221495,6.45252785280875,7.12152982009881
"17248496",2.94310920925308,3.08721679330264,2.37662331145885,3.06332146836688,2.32905672886872,3.01066038962847,2.58186808016668,2.61267983225531,2.35236720093807,2.73637523450361,2.47262600616722,2.75118425012449,2.66277116240679,2.64121600539616,3.24628349105373,2.80661777662031,2.95863023581218,2.42356123374896,2.30790638120021,2.84079014838744,2.64147478083188,2.58546628058297,2.73524256352959,2.99333238875603
"17282942",2.06643140482962,1.66702189252059,1.57946801092987,1.40288279608561,1.47377149016246,1.38705015580513,2.09910368356101,1.99362150778062,1.93330395412286,1.497266630913,1.91902996567555,1.52206486471505,1.82464191150665,1.6627086510036,1.63598005070977,1.44444107965245,1.55341733493922,1.86118459531949,1.25978588686844,1.69217949438285,1.65176597936965,1.60198006907918,1.91334100549095,2.07038670485077
"17545148",2.58866688534483,2.99597657070884,2.78811990915973,3.15646798885129,3.02826436687826,3.04933705712067,2.92049726615758,3.3699100020183,3.07524573927731,3.2571010665495,3.25966432658747,2.55224772598277,3.3253084220148,3.2565047199073,3.32891503527851,3.05544750455646,2.69917257901666,2.830160219851,2.92883610641205,3.32389562719214,2.87766639994778,3.19757717143516,2.78332242242488,3.20644643983562
"17221197",4.31803261126326,4.02013225127453,4.30644541772767,5.97097173040776,6.10632556729005,5.98487168040465,4.17192967152182,4.09426935178203,4.41722447270909,5.3096512347674,7.13250533212147,5.72386277127223,4.13549054030226,3.47786788506248,5.12799351761526,5.81312381241115,5.4070011591052,5.45676929599299,4.6305177306213,4.20071565454655,4.47696743835558,5.82308796460534,5.5193595485035,5.59401935442398
"17520116",2.53049967524234,2.40983459269143,2.21957925162089,1.89349359841588,1.63704998401977,3.06332146836688,2.03536545266973,1.86190411990699,1.64312439096046,1.48557769005207,2.10042748441635,2.43757537400993,1.75035711754452,2.34842901784785,2.37322476602361,2.05928212351812,2.77560565746799,2.02737737598322,1.52037055074455,2.50029568691091,2.13197107474024,2.08484779153178,2.46762023221483,2.24943352736349
"17214910",4.18841409210874,4.31588248537487,4.69740843993165,4.0648912398664,4.00249837146032,4.14475865328495,4.28606733123319,4.49651638594087,4.10447879315059,4.44141151129433,4.13787093234121,3.85824841612906,4.54636053251827,4.23795140598765,4.93306424926842,3.75135833125428,4.58641137504148,3.86374712155967,4.38641519244854,4.58509975381941,4.64713356280626,4.31489930129683,4.30635884214612,4.35060576360511
"17219053",6.65833224623954,4.74858738260535,5.14066329145636,6.19736886572319,7.02395849247394,6.65618949533713,7.33043950245097,7.22001533148103,7.14203336107947,7.53119236124439,7.2732233269464,7.71386436758575,5.33826379857176,5.9403700509546,6.12838892776288,5.87530359327215,6.98765640044768,6.72728040686551,7.02841854915303,6.97238101861308,7.06551680666507,7.65479010317377,7.46242017181851,8.35525798622174
"17532242",3.87019715867417,4.07266995813482,3.79581280774921,4.02117844028502,3.36634582561527,3.42665782738951,3.73943515866227,3.6057772997743,3.87202408436465,3.36816262581646,3.56563092579149,3.45872292793821,3.57057700842274,4.25599683667102,3.77881351103734,3.88934899862042,3.85062567122625,4.52367429490015,3.58712965815805,3.50746403821245,4.17848852433632,3.68105164234713,4.06026427877134,4.24636733068682
"17413054",4.05344090053373,3.77672729628413,3.4687528420682,3.92783299012512,3.90386107820362,3.80760069579042,3.55342684945182,3.36321272699994,3.28734118717876,3.58484671733919,3.96232264492518,3.78374537501296,4.0187706923114,3.7620694511707,3.75927388306416,3.83886138359578,3.64314829066599,4.04813249334687,3.25297354237926,3.344021729159,3.50315524638544,3.16312127615679,3.43424753961315,3.47448430594131
"17534213",3.98535605936349,3.75417682660321,4.13658290479571,3.89535391372153,3.57298775651999,3.78196198731972,3.25384083314387,3.36314279662323,3.2478897179488,3.21389823201707,3.27828110901237,3.97969167008627,3.90250116355179,3.97816376878909,3.33962904567998,2.88431348466008,3.89566146323762,3.90735796449696,3.62497535349123,3.797733593744,3.5195853046004,3.43428921560708,4.29262495382157,3.52250372181823
"17501133",2.45214232182508,2.2181777651643,2.21209822534001,1.72761046294657,1.86227862572598,2.00918424578973,2.31791970648347,2.06719274618741,1.88678073405837,1.99494522897561,2.01287781154469,2.25361976265593,2.67311754185139,1.86882858505096,2.44849768303539,1.4862775934605,2.08797377700636,2.30727733408529,2.17321020532053,2.07341183605241,1.87091752145173,1.82391497877055,2.44621637157804,2.22145806865051
"17326926",1.18415986500415,1.68073372889088,1.38202521963348,1.85248818532349,2.19636051891241,1.80667522490472,1.37003952110818,1.94004102387151,1.20176087574571,1.83187520459306,1.65447299561237,1.31335311667388,1.85154136729789,1.62191796749774,1.46517544332465,1.61334747382655,1.5659599112123,1.65426538097285,1.47802791434184,1.8184286374524,1.25566427626794,1.4641144545512,1.5404915936544,1.57114563335598
"17466279",2.7712545852037,2.36698903325891,2.56829588986317,2.38285684729251,1.58506180602386,2.48415833048251,2.90653888126011,3.12369736149613,2.48415833048251,2.31830344140071,2.76731938395859,2.72620072034959,2.96525719084067,2.69804664339476,2.43694589561881,2.65179618418937,2.58636873056248,2.48025561600678,2.87699967241421,2.71152777373893,2.17061855999088,2.19364500782148,3.13676635992823,2.7771644459644
"17269220",2.29810924924547,2.37363646535596,2.0089692320834,3.31281166533187,2.01457459802209,2.18020763268945,2.40262020874045,1.8010280057583,1.72031967572942,1.85901607202567,2.19217595296452,1.82946743674292,2.35862126185992,1.90838632390554,2.31380325976317,1.55927844649664,1.4382457696156,2.00450335371035,2.14705308527457,2.01533476678918,1.80040857099129,2.25642522341341,1.7201772560043,1.61387972596138
"17230067",2.98362141706668,2.99948770138939,3.26051232977555,3.50901079466995,3.07249685764071,3.87680597425603,3.98326498118626,3.399562395216,3.36785179499172,3.3341415316158,3.94480574076536,3.8300172086865,3.5685341391569,2.75404285941263,2.74080949559406,3.79974043374577,3.53386902428249,3.36542437548115,3.14795431134159,3.73608742215611,3.39915696919373,3.90817605847402,3.89962635878559,3.70535748639241
"17340584",3.62910635156669,3.50082452331626,3.70887579921217,3.89527458756843,3.91521545993312,4.2104887438806,3.2532111395337,4.12767573028965,3.78937515336669,3.53899575010982,3.952664642895,4.26488940937463,4.06862404530482,4.13805759886304,3.63203303041724,4.2123974846659,3.89015962125434,3.53523382264691,3.44128490967407,4.68477750472564,4.30812759737221,4.44179873740055,3.69934325078405,3.89252148798909
"17340599",3.38532180923309,3.34017866922968,3.79362892706036,3.2932885300923,3.50336711106152,3.50863079012459,3.31448639344653,3.23286260806516,3.82212878835252,3.65641162458606,2.93496475965822,3.32137423751466,3.58580438001756,3.61898783917798,2.97446678621182,3.1752384217476,3.41581260616353,3.67293336957119,3.9058202417637,2.7934593625866,3.17663495797155,3.58988585256275,3.76737936836244,3.20370848086691
"17533946",2.35923112244625,2.24567658944294,2.59784008654599,2.17820926158329,1.81764382375137,2.50556799103078,1.68211956762668,2.68311656543972,2.7276991688754,1.89929618508055,2.39459211640631,2.15601358979563,2.06068261161148,2.52906524290492,1.8140148361053,2.02531798918991,2.60839938052091,3.38141751213522,1.93892631925965,2.27481629389646,2.17061855999088,2.23136011479478,2.02095953427068,1.78641878623931
"17533950",3.83761730732584,3.22566680213911,2.95569520249556,3.9000489390077,3.51396169557204,4.26583967305709,2.95255698334893,3.51611212934497,3.18093474587795,2.56189176818778,3.4622771202537,2.86309368060877,3.64947738360383,3.7887091149104,3.38055551670025,3.77953975529477,3.04874553214538,4.11843125553925,3.41884681073337,3.20145406188169,2.46276360882281,3.31834043291447,2.99751714928017,3.39169129683188
"17296565",2.68753584708793,1.75704907763574,2.01339844714403,2.26856802598192,2.01862010139294,2.7126311660178,2.03572784220646,2.07482136001473,2.43104223078616,2.38208233859727,2.39055081266551,2.16111034266362,2.21900655699485,2.62522195460471,1.82949057075764,2.68506083561685,1.84914085094641,2.0124668663626,2.58436883485317,2.33843381949869,2.0234731804256,2.29477162759617,2.56480249620081,2.24390720567846
"17533961",5.57026072338449,5.08604512643884,5.40084823818026,5.05762850896527,5.0387775536726,5.53699876257124,5.80299098676628,5.0311883282637,5.42736509402653,5.03806282652182,5.55864429316681,5.21184651240793,5.50068128505888,5.47583226094853,5.40558229236666,5.61732197257331,5.95962699736288,5.20967937779622,5.36582124007028,4.75258815651912,5.32458762339142,5.27767103012642,5.50870968176443,5.35489770579682
"17540902",1.73303876021088,1.45607446047893,2.08232563135102,2.08736138087195,1.62733858242304,1.68051362298014,2.37425430437347,1.97199269906109,2.03264113799159,1.92410638344651,1.56168698303288,2.05799196384296,1.58695561496286,1.80364319645795,2.09614695383722,2.43922160229737,1.57806916534601,2.05233117028492,2.36101752097953,1.7633984336378,1.65865287808365,1.5349365076809,1.33770778915164,1.80740615964123
"17296653",1.78240971013242,1.75133747110142,1.57060768091368,2.10594656554396,1.57383678559699,2.17061855999088,1.66349264202885,2.07660805567319,2.03106334664689,2.27407616595384,2.04464437919381,2.05296122686043,2.00468299124662,2.10299241403341,1.76346009466729,1.63215752453694,1.96515162200187,1.57698440771303,2.00733590424162,1.91966626233867,2.3215480420778,1.88681932532667,1.89782040317525,1.61394805191726
"17545543",1.65833483125786,2.16967658749856,2.31341143565364,1.85144950376584,2.17441148868369,3.04517287772731,2.04802557770827,1.92650287044125,2.48792659565061,2.54030886175988,1.89489029527058,1.89741919648728,2.10522496280216,1.91990839108921,2.03643972958699,2.07137669415316,2.52187314548351,2.53400353487325,1.67198113735804,2.37647962435417,2.16092862641858,2.00418457608617,2.51578885870627,2.02212258929561
"17366244",3.77332746501718,4.01808733896923,3.46857198561353,3.13888376227546,4.18738063540034,3.56075530428725,3.48650620125588,3.48825574104572,3.57780993399883,3.29248496869195,3.86549469256698,3.5673350450617,3.6077638696931,3.31217753860173,3.97466540164605,3.16693506661063,3.12516903122195,3.40629573214237,3.52718909213763,3.49943894515799,3.43339193245904,3.98675753144938,3.33311302850667,3.93406398578383
"17240303",7.00847444140359,6.59707630164329,7.17221805472177,7.12243837313515,7.19248877336476,6.79604009709829,6.97866836455465,6.70042742864058,6.07581364510986,6.35431883826914,6.65552914945972,6.70996536241275,6.96146188919986,6.84066006905976,6.77597959265314,7.38764039856569,6.7708699234774,6.89643537040337,6.57667185330298,5.9251495073476,6.47816684070228,6.38115550100461,6.27445392865126,6.96717158764701
"17503705",4.44268103527542,4.34277755379318,4.43889334951844,4.14721806870764,4.75008988024088,4.6443088950953,4.24698242322593,4.19833953846232,4.09249606667746,4.71229400009476,4.25541172309,4.22617734626174,4.25090135104245,4.18161562867652,4.7682158318496,4.6388236470596,4.75697912442982,4.66255521830106,3.96030165375229,4.4577488993808,4.19045735758673,4.13582698485033,3.91360792209925,3.87110029902652
"17547719",3.21894464600152,3.75967460650409,3.15218881720105,3.07887518990603,2.70263582775618,3.06588424366347,4.00249581407553,3.38343531735193,3.42546302056037,4.37654002759941,4.03233711283475,3.86505229714156,2.31205126890527,3.15216437500639,3.13151196700215,3.12051844670537,2.98704192897939,3.15746833150398,4.50781573516289,4.09251948952223,3.11110344848741,3.73215620510451,3.12320425942122,2.86160410190131
"17231491",3.19258955578645,3.18449652465437,3.49115503778843,3.63879691967463,3.19423808247562,3.96095195621045,3.13816725621073,3.16634950238345,3.53964047002966,2.83878286000942,3.18157345605164,2.78040199207156,3.52561870545151,2.9803134985531,3.31867650693711,3.27479801841683,3.49208968338827,2.96882228769541,3.87362762150236,3.70247113881456,3.39893684462158,3.35698097296397,3.08294377491674,3.57086167404263
"17298823",7.09173167294012,7.12203385479321,7.28948668282779,7.26790112046078,6.56474075890908,6.69861250752137,7.51624130060011,6.79967320832718,7.41962821889115,7.35538760658204,7.91074548649489,7.41030449585525,7.2240274881621,7.59020172321397,7.52265544493296,7.15984852210072,6.99806443663684,6.85674475918808,7.10364286827865,7.05645138141373,7.26794725192836,6.96432973910946,7.07027078935802,7.52957478875195
